,Driver_ID,Age,Gender,City,Education_Level,Income,Date_of_joining,Last_Working_Date,Joining_Designation,Grade,Total_Business_Value,Quarterly_Rating,Tenure,Join_Month,Leave_Month,Has_left,Monthly_Income_Increase,Quarterly_Rating_Increase
1846,2170,30.0,Male,C14,2,52196,2018-10-22,2019-08-08,1,1,2140510,1,290.0,2018-10,2019-08,Left,0,0
1847,2171,35.0,Male,C17,0,55777,2019-07-02,2019-07-22,3,3,0,1,20.0,2019-07,2019-07,Left,0,0
1848,2172,27.0,Male,C9,0,53105,2017-02-10,2019-02-19,1,2,0,1,739.0,2017-02,2019-02,Left,0,0
1849,2173,43.0,Male,C25,1,64370,2020-04-10,2020-05-17,3,3,0,1,37.0,2020-04,2020-05,Left,0,0
1850,2174,41.0,Male,C20,0,19371,2018-05-18,2019-12-16,1,1,4627380,2,577.0,2018-05,2019-12,Left,0,0
1851,2175,41.0,Male,C29,2,101223,2020-07-22,2020-10-31,4,4,961180,1,101.0,2020-07,2020-10,Left,0,0
1852,2176,30.0,Male,C25,1,50029,2016-05-06,2019-11-17,1,1,0,1,1290.0,2016-05,2019-11,Left,0,0
1853,2178,33.0,Female,C11,1,69971,2020-07-06,,2,2,2587850,3,,2020-07,,Active,0,1
1854,2179,32.0,Female,C22,1,59105,2016-04-25,,1,2,18036100,3,,2016-04,,Active,0,0
1855,2180,39.0,Male,C22,0,11889,2018-08-25,2019-05-23,1,1,873850,1,271.0,2018-08,2019-05,Left,0,0
1856,2181,35.0,Female,C24,1,47440,2019-11-24,2020-01-19,2,2,0,1,56.0,2019-11,2020-01,Left,0,0
1857,2182,24.0,Female,C3,0,40437,2018-07-17,2020-07-03,1,1,7305650,1,717.0,2018-07,2020-07,Left,0,0
1858,2183,40.0,Female,C10,1,29450,2020-06-27,2020-09-19,3,3,0,1,84.0,2020-06,2020-09,Left,0,0
1859,2186,30.0,Female,C8,2,70246,2016-08-13,2020-06-13,1,2,8930640,2,1400.0,2016-08,2020-06,Left,0,0
1860,2187,31.0,Male,C20,0,25510,2019-06-15,2019-10-28,1,1,0,1,135.0,2019-06,2019-10,Left,0,0
1861,2188,42.0,Female,C11,0,94440,2020-08-09,,4,4,386460,1,,2020-08,,Active,0,0
1862,2189,44.0,Female,C9,1,145116,2013-10-23,,2,4,21746880,2,,2013-10,,Active,0,0
1863,2190,28.0,Male,C7,1,62955,2016-04-25,2019-03-17,1,2,144200,1,1056.0,2016-04,2019-03,Left,0,0
1864,2191,29.0,Male,C26,1,30960,2020-10-30,,1,1,150040,1,,2020-10,,Active,0,0
1865,2192,39.0,Male,C19,1,106428,2019-10-07,2020-04-05,3,3,0,1,181.0,2019-10,2020-04,Left,0,0
1866,2193,36.0,Male,C29,2,84266,2019-12-12,,3,3,13363600,2,,2019-12,,Active,0,1
1867,2194,36.0,Female,C20,0,90033,2013-09-29,2020-07-10,4,4,16342310,2,2476.0,2013-09,2020-07,Left,0,0
1868,2195,32.0,Male,C3,0,27262,2020-07-07,2020-10-16,2,2,0,1,101.0,2020-07,2020-10,Left,0,0
1869,2196,36.0,Male,C25,1,116383,2013-10-06,,2,4,28251450,1,,2013-10,,Active,0,0
1870,2197,49.0,Female,C17,1,82179,2018-02-12,2019-09-22,2,2,-411250,1,587.0,2018-02,2019-09,Left,0,0
1871,2198,48.0,Female,C14,0,82691,2019-01-09,,1,3,35896130,4,,2019-01,,Active,1,1
1872,2199,27.0,Male,C5,2,93170,2020-02-27,,3,3,10752230,3,,2020-02,,Active,0,0
1873,2200,35.0,Male,C15,1,69756,2016-06-21,,1,3,29040450,3,,2016-06,,Active,0,1
1874,2201,32.0,Female,C19,1,54631,2018-10-21,2019-05-24,2,2,1299750,1,215.0,2018-10,2019-05,Left,0,0
1875,2202,30.0,Male,C17,0,33986,2020-09-18,,2,2,310000,1,,2020-09,,Active,0,0
1876,2203,31.0,Male,C7,1,59650,2020-03-08,2020-07-18,2,2,0,1,132.0,2020-03,2020-07,Left,0,0
1877,2204,29.0,Female,C4,2,61879,2018-01-13,2020-06-12,1,1,7285960,2,881.0,2018-01,2020-06,Left,0,0
1878,2205,31.0,Female,C8,1,31210,2020-04-21,,2,2,3747990,3,,2020-04,,Active,0,1
1879,2206,25.0,Male,C5,1,33391,2019-08-24,2020-02-17,1,1,357370,1,177.0,2019-08,2020-02,Left,0,0
1880,2207,34.0,Male,C2,0,20010,2019-01-06,2019-02-19,1,1,0,1,44.0,2019-01,2019-02,Left,0,0
1881,2208,24.0,Male,C6,2,117011,2020-05-31,,3,3,345010,1,,2020-05,,Active,0,0
1882,2209,37.0,Female,C16,1,42339,2018-01-05,2019-03-01,2,2,416990,1,420.0,2018-01,2019-03,Left,0,0
1883,2210,39.0,Male,C26,1,112513,2019-03-30,,1,4,66352800,4,,2019-03,,Active,0,1
1884,2211,34.0,Male,C8,0,22556,2018-01-19,2019-06-03,1,1,4008780,1,500.0,2018-01,2019-06,Left,0,0
1885,2213,58.0,Female,C24,1,29202,2018-05-04,2019-07-27,1,1,3311100,3,449.0,2018-05,2019-07,Left,0,0
1886,2214,33.0,Male,C20,0,90020,2020-07-11,2020-12-27,2,2,1159750,2,169.0,2020-07,2020-12,Left,0,1
1887,2215,27.0,Male,C6,1,23801,2018-05-21,2019-04-27,1,1,1282390,1,341.0,2018-05,2019-04,Left,0,0
1888,2216,31.0,Male,C16,2,52209,2020-05-01,2020-09-06,2,2,0,1,128.0,2020-05,2020-09,Left,0,0
1889,2217,36.0,Female,C4,1,72778,2020-05-05,,3,3,2512630,2,,2020-05,,Active,0,1
1890,2218,23.0,Female,C18,0,20984,2020-05-18,2020-09-04,1,1,150440,1,109.0,2020-05,2020-09,Left,0,0
1891,2219,33.0,Male,C25,1,110792,2017-12-19,2019-08-13,2,3,8421010,2,602.0,2017-12,2019-08,Left,0,0
1892,2220,38.0,Male,C18,1,59077,2020-01-19,2020-06-30,2,2,200000,1,163.0,2020-01,2020-06,Left,0,0
1893,2221,33.0,Male,C19,0,62460,2019-01-28,2019-05-12,3,3,405920,1,104.0,2019-01,2019-05,Left,0,0
1894,2223,42.0,Male,C13,1,35442,2018-10-21,,1,1,20412560,3,,2018-10,,Active,0,0
1895,2224,49.0,Female,C27,2,61291,2018-08-27,,1,1,21687570,4,,2018-08,,Active,0,0
1896,2225,37.0,Female,C1,1,28216,2017-10-11,2020-11-20,1,1,8277880,2,1136.0,2017-10,2020-11,Left,0,0
1897,2226,31.0,Male,C16,2,38152,2020-01-02,2020-04-18,2,2,516280,2,107.0,2020-01,2020-04,Left,0,1
1898,2227,31.0,Female,C16,1,25357,2020-02-04,2020-11-07,1,1,2306700,1,277.0,2020-02,2020-11,Left,0,0
1899,2228,55.0,Female,C27,0,79243,2018-07-21,,1,2,19504080,4,,2018-07,,Active,0,1
1900,2229,26.0,Male,C20,2,103305,2020-05-04,2020-07-20,3,3,0,1,77.0,2020-05,2020-07,Left,0,0
1901,2230,35.0,Male,C16,2,65628,2020-09-06,,3,3,281160,1,,2020-09,,Active,0,0
1902,2231,34.0,Female,C27,0,78441,2015-02-28,2019-12-23,2,4,8107300,2,1759.0,2015-02,2019-12,Left,0,1
1903,2232,26.0,Female,C11,1,73207,2018-06-06,2020-06-27,1,2,13233470,2,752.0,2018-06,2020-06,Left,0,0
1904,2233,37.0,Male,C8,1,79251,2020-12-19,,2,2,0,1,,2020-12,,Active,0,0
1905,2235,30.0,Female,C10,0,21935,2018-06-08,2019-03-30,1,1,622550,1,295.0,2018-06,2019-03,Left,0,0
1906,2236,49.0,Female,C3,0,53572,2015-08-09,2019-05-21,1,2,3408200,1,1381.0,2015-08,2019-05,Left,0,0
1907,2238,29.0,Male,C17,2,37067,2020-08-08,2020-12-13,2,2,0,1,127.0,2020-08,2020-12,Left,0,0
1908,2239,46.0,Female,C27,1,94485,2020-11-28,,3,3,0,1,,2020-11,,Active,0,0
1909,2240,33.0,Male,C5,0,85965,2020-08-10,2020-12-26,3,3,2201350,3,138.0,2020-08,2020-12,Left,0,1
1910,2241,36.0,Male,C5,1,50766,2019-11-17,,3,3,4430300,2,,2019-11,,Active,0,1
1911,2242,35.0,Male,C3,0,70733,2019-01-05,2019-03-11,2,2,0,1,65.0,2019-01,2019-03,Left,0,0
1912,2245,33.0,Female,C19,2,81348,2020-02-06,2020-02-22,2,2,0,1,16.0,2020-02,2020-02,Left,0,0
1913,2246,28.0,Female,C2,2,43647,2019-10-10,2019-11-28,2,2,0,1,49.0,2019-10,2019-11,Left,0,0
1914,2247,30.0,Female,C9,1,49336,2018-05-04,2019-04-30,1,1,652150,1,361.0,2018-05,2019-04,Left,0,0
1915,2248,41.0,Female,C12,2,68830,2020-05-01,2020-09-28,2,2,0,1,150.0,2020-05,2020-09,Left,0,0
1916,2249,38.0,Female,C2,1,86246,2020-05-29,2020-07-05,3,3,0,1,37.0,2020-05,2020-07,Left,0,0
1917,2250,26.0,Male,C26,1,41661,2019-11-01,2020-03-08,2,2,583160,1,128.0,2019-11,2020-03,Left,0,0
1918,2251,39.0,Male,C15,2,83604,2013-10-23,,2,3,19422760,3,,2013-10,,Active,0,1
1919,2252,37.0,Female,C20,1,101423,2018-06-16,2019-05-06,3,3,1512170,1,324.0,2018-06,2019-05,Left,0,0
1920,2253,40.0,Male,C11,1,57872,2018-08-17,2019-12-20,1,2,5901490,2,490.0,2018-08,2019-12,Left,0,0
1921,2254,23.0,Female,C4,1,54580,2020-08-07,,1,1,314880,1,,2020-08,,Active,0,0
1922,2255,40.0,Male,C25,0,133489,2013-11-06,,3,4,36398090,3,,2013-11,,Active,0,1
1923,2256,31.0,Male,C11,0,59644,2018-10-07,2019-09-08,2,2,3770920,2,336.0,2018-10,2019-09,Left,0,0
1924,2257,43.0,Female,C22,2,81933,2018-02-24,,2,2,18076460,4,,2018-02,,Active,0,1
1925,2258,36.0,Female,C14,0,138520,2019-11-28,,3,3,13170380,4,,2019-11,,Active,0,1
1926,2259,41.0,Male,C4,2,89192,2017-02-10,,1,3,13468220,2,,2017-02,,Active,0,0
1927,2260,32.0,Male,C29,2,38919,2020-10-10,,2,2,0,1,,2020-10,,Active,0,0
1928,2261,25.0,Female,C24,1,22132,2020-12-21,,1,1,0,1,,2020-12,,Active,0,0
1929,2263,25.0,Male,C26,0,16216,2018-07-17,2019-07-22,1,1,2481260,1,370.0,2018-07,2019-07,Left,0,0
1930,2264,34.0,Female,C15,1,73561,2015-05-29,2019-09-22,2,4,3981020,1,1577.0,2015-05,2019-09,Left,0,0
1931,2265,28.0,Female,C27,1,62243,2019-08-13,2020-01-10,3,3,0,1,150.0,2019-08,2020-01,Left,0,0
1932,2267,31.0,Female,C23,1,112722,2019-02-20,2019-06-29,1,4,2945540,1,129.0,2019-02,2019-06,Left,0,0
1933,2268,44.0,Male,C24,0,91207,2015-11-01,,2,3,15313810,1,,2015-11,,Active,0,0
1934,2269,33.0,Male,C8,2,46043,2020-04-14,2020-09-15,3,3,0,1,154.0,2020-04,2020-09,Left,0,0
1935,2270,34.0,Female,C9,2,78164,2020-08-29,2020-12-28,3,3,232140,1,121.0,2020-08,2020-12,Left,0,0
1936,2271,38.0,Male,C2,0,55943,2018-07-28,2019-05-30,1,2,2669780,1,306.0,2018-07,2019-05,Left,0,0
1937,2272,46.0,Female,C5,1,96185,2019-02-16,,2,3,44861920,4,,2019-02,,Active,1,1
1938,2273,34.668434595389385,Male,C25,2,66742,2020-05-22,2020-09-28,3,3,728680,1,129.0,2020-05,2020-09,Left,0,0
1939,2274,34.0,Female,C24,2,21154,2018-11-23,2019-02-04,1,1,116750,1,73.0,2018-11,2019-02,Left,0,0
1940,2276,33.0,Male,C29,2,54915,2020-07-13,,3,3,2433060,2,,2020-07,,Active,0,0
1941,2277,29.0,Female,C25,1,83958,2020-09-08,,3,3,0,1,,2020-09,,Active,0,0
1942,2278,34.0,Female,C23,0,18291,2018-07-27,2019-03-28,1,1,1080540,2,244.0,2018-07,2019-03,Left,0,0
1943,2279,27.0,Female,C19,2,83632,2020-11-07,,2,2,371110,2,,2020-11,,Active,0,0
1944,2281,31.0,Male,C13,2,51261,2019-10-06,2019-10-25,2,2,0,1,19.0,2019-10,2019-10,Left,0,0
1945,2282,31.0,Female,C5,2,67740,2019-06-30,2019-09-15,2,2,375600,1,77.0,2019-06,2019-09,Left,0,0
1946,2283,37.0,Male,C19,0,59764,2017-11-10,,1,2,23264700,4,,2017-11,,Active,0,0
1947,2284,31.0,Male,C12,0,49471,2014-08-15,2019-10-14,2,3,2526560,1,1886.0,2014-08,2019-10,Left,0,0
1948,2285,39.0,Female,C28,0,40142,2018-07-08,2019-06-14,2,2,0,1,341.0,2018-07,2019-06,Left,0,0
1949,2286,34.0,Female,C29,1,30851,2019-07-07,2019-12-05,2,2,110000,1,151.0,2019-07,2019-12,Left,0,0
1950,2287,34.0,Female,C28,2,57624,2019-08-15,2020-09-15,2,2,2025190,1,397.0,2019-08,2020-09,Left,0,0
1951,2288,31.0,Male,C20,0,40760,2018-12-15,2019-04-11,1,1,202160,1,117.0,2018-12,2019-04,Left,0,0
1952,2289,47.0,Female,C2,0,51339,2018-01-12,,1,2,11611790,2,,2018-01,,Active,0,0
1953,2290,32.0,Female,C9,2,57541,2020-11-28,,2,2,0,1,,2020-11,,Active,0,0
1954,2291,30.0,Female,C2,1,62204,2018-02-28,2019-02-03,1,2,0,1,340.0,2018-02,2019-02,Left,0,0
1955,2292,30.0,Male,C15,0,12895,2018-06-23,2019-01-01,1,1,0,1,192.0,2018-06,2019-01,Left,0,0
1956,2294,24.0,Female,C1,0,25551,2019-09-28,2019-12-06,1,1,0,1,69.0,2019-09,2019-12,Left,0,0
1957,2295,41.0,Male,C26,0,112934,2019-11-08,2020-07-13,3,3,790560,1,248.0,2019-11,2020-07,Left,0,0
1958,2296,25.0,Male,C11,0,14761,2020-01-31,2020-06-15,2,2,600000,1,136.0,2020-01,2020-06,Left,0,0
1959,2298,27.0,Male,C15,2,77301,2020-12-08,,3,3,0,1,,2020-12,,Active,0,0
1960,2299,42.0,Female,C5,0,129924,2015-11-19,,1,4,22993970,2,,2015-11,,Active,0,0
1961,2300,34.0,Female,C6,0,80980,2019-07-29,2019-10-03,2,2,0,1,66.0,2019-07,2019-10,Left,0,0
1962,2302,36.0,Male,C14,1,21530,2020-05-08,2020-11-13,2,2,0,1,189.0,2020-05,2020-11,Left,0,0
1963,2303,35.0,Male,C1,1,103102,2019-09-28,2020-06-26,2,2,2938190,1,272.0,2019-09,2020-06,Left,0,0
1964,2304,28.0,Male,C15,2,34461,2019-09-12,2019-11-29,3,3,0,1,78.0,2019-09,2019-11,Left,0,0
1965,2306,31.0,Female,C27,1,40435,2018-06-23,2020-01-19,1,1,8472750,1,575.0,2018-06,2020-01,Left,0,0
1966,2307,25.0,Female,C29,0,76455,2020-11-06,,1,1,0,1,,2020-11,,Active,0,0
1967,2308,47.0,Male,C21,0,49280,2018-05-08,,1,2,16350440,2,,2018-05,,Active,0,0
1968,2309,36.0,Female,C9,0,60982,2019-05-31,2019-10-28,2,2,0,1,150.0,2019-05,2019-10,Left,0,0
1969,2310,31.0,Male,C6,2,23566,2019-11-01,2020-02-20,1,1,0,1,111.0,2019-11,2020-02,Left,0,0
1970,2311,33.0,Male,C20,1,59587,2020-09-01,,2,2,359540,1,,2020-09,,Active,0,0
1971,2313,32.0,Female,C18,1,21780,2019-05-18,2019-05-21,1,1,0,1,3.0,2019-05,2019-05,Left,0,0
1972,2314,30.0,Male,C12,1,87351,2013-10-18,,2,4,52296540,2,,2013-10,,Active,0,0
1973,2315,34.0,Female,C4,2,103060,2019-10-14,2019-11-25,3,3,0,1,42.0,2019-10,2019-11,Left,0,0
1974,2318,34.0,Female,C26,2,46851,2019-12-12,,2,2,8973880,4,,2019-12,,Active,0,1
1975,2319,38.0,Male,C7,2,37900,2018-05-21,2019-02-23,2,2,106910,1,278.0,2018-05,2019-02,Left,0,0
1976,2320,29.0,Male,C28,2,23334,2020-01-12,2020-06-07,1,1,399460,1,147.0,2020-01,2020-06,Left,0,0
1977,2321,33.0,Male,C2,1,49659,2018-12-15,2019-01-14,1,1,0,1,30.0,2018-12,2019-01,Left,0,0
1978,2322,31.0,Female,C12,0,38223,2020-07-19,,3,3,1886720,3,,2020-07,,Active,0,1
1979,2323,25.0,Female,C23,0,18770,2020-05-05,2020-06-28,1,1,0,1,54.0,2020-05,2020-06,Left,0,0
1980,2324,34.0,Male,C19,2,41798,2018-10-08,2019-01-25,1,1,0,1,109.0,2018-10,2019-01,Left,0,0
1981,2326,33.0,Female,C25,0,71384,2019-11-28,2020-09-19,3,3,3045080,1,296.0,2019-11,2020-09,Left,0,0
1982,2327,35.0,Female,C1,0,65040,2019-10-14,2020-06-28,1,1,1446390,1,258.0,2019-10,2020-06,Left,0,0
1983,2329,33.0,Female,C10,0,35939,2020-02-10,2020-07-29,1,1,302530,1,170.0,2020-02,2020-07,Left,0,0
1984,2330,28.0,Female,C8,2,80818,2020-07-17,2020-11-01,2,2,159480,1,107.0,2020-07,2020-11,Left,0,0
1985,2331,23.0,Female,C2,1,54235,2020-08-09,,2,2,0,1,,2020-08,,Active,0,0
1986,2332,24.0,Female,C4,0,33981,2019-11-21,2020-04-29,1,1,600330,1,160.0,2019-11,2020-04,Left,0,0
1987,2333,41.0,Male,C7,0,59902,2020-04-11,2020-07-29,3,3,0,1,109.0,2020-04,2020-07,Left,0,0
1988,2334,30.0,Female,C8,1,35595,2019-11-29,,1,1,6320460,3,,2019-11,,Active,0,1
1989,2335,32.0,Male,C20,1,67490,2019-06-20,2019-08-31,2,2,0,1,72.0,2019-06,2019-08,Left,0,0
1990,2336,44.0,Male,C6,2,39054,2019-06-21,2019-10-27,1,1,155200,1,128.0,2019-06,2019-10,Left,0,0
1991,2338,30.0,Male,C27,2,27774,2020-06-12,2020-07-10,2,2,0,1,28.0,2020-06,2020-07,Left,0,0
1992,2339,34.0,Male,C10,2,39612,2020-05-29,2020-07-06,2,2,0,1,38.0,2020-05,2020-07,Left,0,0
1993,2340,33.0,Male,C28,2,56687,2018-12-03,2019-02-19,2,2,116400,1,78.0,2018-12,2019-02,Left,0,0
1994,2342,33.0,Female,C9,1,47102,2018-06-18,2019-09-22,2,2,3700850,1,461.0,2018-06,2019-09,Left,0,0
1995,2343,25.0,Female,C2,2,89894,2020-09-25,,2,2,0,1,,2020-09,,Active,0,0
1996,2344,34.0,Male,C16,0,113197,2020-06-21,,3,3,5565300,4,,2020-06,,Active,0,1
1997,2345,25.0,Male,C27,2,131168,2020-08-09,,3,3,1026920,2,,2020-08,,Active,0,1
1998,2346,36.0,Male,C6,0,71338,2019-10-31,2019-11-25,3,3,0,1,25.0,2019-10,2019-11,Left,0,0
1999,2347,37.0,Male,C15,1,54695,2020-04-24,,3,3,3627320,2,,2020-04,,Active,0,1
2000,2348,34.668434595389385,Female,C25,2,45009,2020-11-13,,1,1,0,1,,2020-11,,Active,0,0
2001,2350,38.0,Male,C18,2,23545,2018-11-20,2019-02-06,1,1,0,1,78.0,2018-11,2019-02,Left,0,0
2002,2351,34.668434595389385,Male,C5,2,31124,2019-10-19,2020-01-13,1,1,0,1,86.0,2019-10,2020-01,Left,0,0
2003,2354,32.0,Male,C18,0,92847,2017-02-12,2019-12-31,2,3,6959340,1,1052.0,2017-02,2019-12,Left,0,0
2004,2355,32.0,Female,C3,0,63315,2018-09-17,2019-06-21,2,2,1916140,3,277.0,2018-09,2019-06,Left,0,1
2005,2356,40.0,Male,C28,1,59097,2020-01-06,2020-04-18,2,2,600000,1,103.0,2020-01,2020-04,Left,0,0
2006,2357,34.0,Female,C4,1,24378,2019-08-31,,1,1,1824010,1,,2019-08,,Active,0,0
2007,2358,40.0,Male,C4,0,33901,2018-05-26,2019-08-08,1,1,2319860,1,439.0,2018-05,2019-08,Left,0,0
2008,2360,24.0,Female,C15,1,93751,2020-12-14,,3,3,0,1,,2020-12,,Active,0,0
2009,2361,34.0,Female,C3,0,29642,2019-11-09,2020-03-11,1,1,0,1,123.0,2019-11,2020-03,Left,0,0
2010,2362,43.0,Female,C26,0,56666,2015-08-20,2020-02-23,2,3,4068840,1,1648.0,2015-08,2020-02,Left,0,0
2011,2363,32.0,Female,C13,2,43282,2019-10-31,2019-12-26,2,2,0,1,56.0,2019-10,2019-12,Left,0,0
2012,2364,38.0,Male,C11,2,131567,2019-01-15,2019-04-02,3,3,0,1,77.0,2019-01,2019-04,Left,0,0
2013,2365,43.0,Female,C13,0,99669,2015-08-07,,1,4,59380670,2,,2015-08,,Active,0,0
2014,2366,31.0,Female,C9,0,55276,2020-02-06,2020-06-12,2,2,444720,1,127.0,2020-02,2020-06,Left,0,0
2015,2367,49.0,Female,C25,0,56150,2016-04-18,2019-05-30,1,2,1995640,1,1137.0,2016-04,2019-05,Left,0,0
2016,2368,27.0,Male,C25,2,46397,2020-03-01,2020-04-27,2,2,0,1,57.0,2020-03,2020-04,Left,0,0
2017,2369,31.0,Male,C14,0,14113,2020-03-06,2020-11-07,1,1,2051240,1,246.0,2020-03,2020-11,Left,0,0
2018,2370,30.0,Male,C27,2,87710,2020-07-17,2020-09-28,3,3,0,1,73.0,2020-07,2020-09,Left,0,0
2019,2371,43.0,Female,C29,1,35133,2016-01-28,2020-07-10,1,2,13233930,1,1625.0,2016-01,2020-07,Left,0,0
2020,2372,35.0,Male,C24,2,67219,2020-05-23,2020-10-20,3,3,172480,1,150.0,2020-05,2020-10,Left,0,0
2021,2373,33.0,Female,C20,1,54214,2018-12-04,2019-04-30,2,2,1103230,1,147.0,2018-12,2019-04,Left,0,0
2022,2375,41.0,Male,C3,1,15189,2018-05-22,2019-01-06,1,1,0,1,229.0,2018-05,2019-01,Left,0,0
2023,2377,34.0,Female,C7,2,21346,2016-04-29,2019-03-17,1,1,328190,1,1052.0,2016-04,2019-03,Left,0,0
2024,2378,30.0,Female,C14,1,83916,2020-09-04,,3,3,0,1,,2020-09,,Active,0,0
2025,2379,28.0,Male,C15,2,55546,2020-04-24,2020-12-11,3,3,4817790,1,231.0,2020-04,2020-12,Left,0,0
2026,2380,27.0,Female,C6,1,136960,2017-11-28,2019-04-22,1,5,3630130,1,510.0,2017-11,2019-04,Left,0,0
2027,2381,48.0,Male,C19,1,77114,2017-12-25,,1,2,28596320,2,,2017-12,,Active,0,0
2028,2382,41.0,Female,C10,2,77785,2019-11-18,,4,4,15539040,2,,2019-11,,Active,0,1
2029,2384,36.0,Female,C25,2,43764,2018-08-20,2019-05-09,1,1,817680,1,262.0,2018-08,2019-05,Left,0,0
2030,2385,40.0,Female,C17,2,57225,2018-10-07,2019-07-19,2,2,1627260,1,285.0,2018-10,2019-07,Left,0,0
2031,2386,27.0,Male,C21,0,48747,2020-04-19,,1,1,5303160,3,,2020-04,,Active,0,1
2032,2387,32.0,Male,C26,1,65298,2017-06-30,2019-04-12,1,2,613790,1,651.0,2017-06,2019-04,Left,0,0
2033,2388,28.0,Female,C9,0,14820,2020-07-07,2020-10-31,1,1,1039460,1,116.0,2020-07,2020-10,Left,0,0
2034,2390,46.0,Male,C28,0,51383,2018-05-30,,1,2,18608140,1,,2018-05,,Active,1,0
2035,2391,29.0,Male,C26,0,40366,2019-09-12,2020-05-02,2,2,3313060,2,233.0,2019-09,2020-05,Left,0,1
2036,2392,32.0,Female,C29,2,43411,2019-08-29,2020-01-07,1,1,0,1,131.0,2019-08,2020-01,Left,0,0
2037,2393,30.0,Female,C27,0,87010,2020-08-08,2020-10-06,3,3,0,1,59.0,2020-08,2020-10,Left,0,0
2038,2394,43.0,Male,C24,2,76562,2018-09-12,2019-11-17,2,3,5873580,2,431.0,2018-09,2019-11,Left,0,0
2039,2395,36.0,Male,C20,1,79652,2020-10-11,,2,2,0,1,,2020-10,,Active,0,0
2040,2396,34.0,Male,C26,2,53750,2020-06-21,2020-11-28,2,2,0,1,160.0,2020-06,2020-11,Left,0,0
2041,2397,38.0,Female,C8,0,47818,2020-05-15,2020-05-15,2,2,0,1,0.0,2020-05,2020-05,Left,0,0
2042,2398,38.0,Male,C10,2,94809,2019-06-02,,2,4,14703740,2,,2019-06,,Active,0,1
2043,2399,29.0,Female,C23,2,67326,2018-07-03,,1,1,11742390,3,,2018-07,,Active,0,0
2044,2400,35.0,Male,C18,2,53643,2015-08-06,2019-10-06,1,1,2354140,1,1522.0,2015-08,2019-10,Left,0,0
2045,2402,29.0,Male,C27,2,29150,2020-07-24,2020-12-04,3,3,939200,1,133.0,2020-07,2020-12,Left,0,0
2046,2403,35.0,Male,C25,0,63888,2018-05-04,2019-09-17,2,2,6301900,3,501.0,2018-05,2019-09,Left,0,0
2047,2404,26.0,Male,C17,1,23711,2019-12-12,2020-07-11,1,1,1368970,1,212.0,2019-12,2020-07,Left,0,0
2048,2405,36.0,Male,C7,2,167758,2019-01-26,2019-10-28,5,5,0,1,275.0,2019-01,2019-10,Left,0,0
2049,2406,33.0,Female,C18,0,31097,2019-02-17,2019-08-18,1,1,232820,1,182.0,2019-02,2019-08,Left,0,0
2050,2407,37.0,Female,C8,2,74945,2018-10-20,,1,2,30668490,4,,2018-10,,Active,1,0
2051,2408,42.0,Male,C4,0,132505,2016-05-01,2020-01-05,1,4,22212220,1,1344.0,2016-05,2020-01,Left,0,0
2052,2409,27.0,Male,C20,0,16676,2018-05-06,2019-09-09,1,1,1877880,1,491.0,2018-05,2019-09,Left,0,0
2053,2410,38.0,Male,C20,0,113256,2019-08-17,2019-11-08,4,4,0,1,83.0,2019-08,2019-11,Left,0,0
2054,2411,34.0,Female,C25,2,63321,2020-11-22,,2,2,0,1,,2020-11,,Active,0,0
2055,2412,35.0,Female,C14,1,77848,2019-06-11,2019-08-13,3,3,-134880,1,63.0,2019-06,2019-08,Left,0,0
2056,2413,44.0,Female,C6,2,109652,2015-11-12,2020-11-16,1,3,12342600,1,1831.0,2015-11,2020-11,Left,0,0
2057,2414,31.0,Male,C15,1,17648,2020-05-25,2020-07-29,1,1,0,1,65.0,2020-05,2020-07,Left,0,0
2058,2415,39.0,Male,C10,1,112317,2019-11-28,2020-03-08,3,3,650870,1,101.0,2019-11,2020-03,Left,0,0
2059,2416,33.0,Male,C24,2,62380,2018-05-04,2020-02-11,2,2,2814660,1,648.0,2018-05,2020-02,Left,0,0
2060,2417,26.0,Male,C28,2,73899,2019-10-17,,2,2,2423110,1,,2019-10,,Active,0,0
2061,2418,35.0,Female,C12,1,77613,2020-09-26,,3,3,0,1,,2020-09,,Active,0,0
2062,2419,25.0,Female,C18,2,27993,2018-11-16,2019-02-17,1,1,100950,1,93.0,2018-11,2019-02,Left,0,0
2063,2420,31.0,Male,C5,2,169549,2015-07-30,,2,5,48017720,1,,2015-07,,Active,0,0
2064,2421,38.0,Male,C28,1,58275,2016-01-07,2019-06-11,1,1,1624320,1,1251.0,2016-01,2019-06,Left,0,0
2065,2422,48.0,Male,C4,1,111507,2014-08-26,,2,4,37052330,3,,2014-08,,Active,0,1
2066,2423,36.0,Female,C18,0,54059,2020-08-07,,3,3,1160900,2,,2020-08,,Active,0,1
2067,2424,32.0,Male,C6,0,68525,2020-08-09,,3,3,393110,1,,2020-08,,Active,0,0
2068,2425,30.0,Male,C21,1,28890,2020-07-13,2020-09-12,3,3,0,1,61.0,2020-07,2020-09,Left,0,0
2069,2426,34.0,Female,C25,2,82309,2020-09-28,,2,2,1147570,2,,2020-09,,Active,0,0
2070,2427,33.0,Female,C15,2,40281,2018-12-28,2019-01-13,2,2,0,1,16.0,2018-12,2019-01,Left,0,0
2071,2428,36.0,Male,C17,2,39195,2020-11-29,,1,1,0,1,,2020-11,,Active,0,0
2072,2429,27.0,Male,C21,0,12064,2019-11-08,2020-02-09,1,1,0,1,93.0,2019-11,2020-02,Left,0,0
